42056;-11.6719,26.7384;MA-11;Laayoune-Sakia El Hamra;Smara
13936;-9.2940,28.0221;MA-10;Guelmim-Oued Noun;Zag
0;-5.9381,34.5947;MA-04;Rabat-Salé-Kénitra;Douar Zhayer Jnanal
0;-8.3125,33.0689;MA-06;Casablanca-Settat;Zaouiet Ech-Cherkaoua
0;-4.7177,35.1292;MA-01;Tanger-Tetouan-Al Hoceima;Zedmet Essoufla
0;-4.5842,32.6593;MA-08;Drâa-Tafilalet;Zabzat
0;-5.1111,34.7648;MA-03;Fes-Meknes;Zabouti
0;-8.2684,31.5560;MA-07;Marrakesh-Safi;Zabera
0;-5.6259,34.9270;MA-01;Tanger-Tetouan-Al Hoceima;Douar Zaanene
0;-5.7035,30.7004;MA-08;Drâa-Tafilalet;Zaalou
0;-8.6536,32.2894;MA-07;Marrakesh-Safi;Douar Zaakna
0;-5.3090,35.4836;MA-01;Tanger-Tetouan-Al Hoceima;Ysohenane
73848;-8.5294,32.2463;MA-07;Marrakesh-Safi;Youssoufia
0;-2.9424,35.2047;MA-02;Oriental;Yousset
0;-5.2807,34.7814;MA-01;Tanger-Tetouan-Al Hoceima;Younane
0;-4.2805,34.7045;MA-03;Fes-Meknes;Iounane
0;-4.3300,34.6100;MA-03;Fes-Meknes;Younane
0;-8.9693,30.1732;MA-09;Souss-Massa;Youl
0;-9.3858,31.7007;MA-07;Marrakesh-Safi;Douar Lehjahja
0;-4.2300,34.9100;MA-01;Tanger-Tetouan-Al Hoceima;Yasousene
0;-5.2400,34.6983;MA-01;Tanger-Tetouan-Al Hoceima;Yandraz
0;-8.7182,30.7185;MA-09;Souss-Massa;Yadar
0;-7.0617,30.3867;MA-08;Drâa-Tafilalet;Ouintijgal
0;-6.5242,31.8604;MA-05;Beni Mellal-Khenifra;Wawraya
0;-6.7592,31.8658;MA-05;Beni Mellal-Khenifra;Wawla
0;-8.1600,31.3500;MA-07;Marrakesh-Safi;Wawizelt
0;-2.5576,34.8066;MA-02;Oriental;Wawizaght
0;-6.6082,32.2038;MA-05;Beni Mellal-Khenifra;Wa’tiq
0;-6.9561,31.4630;MA-05;Beni Mellal-Khenifra;Ammarghoud
0;-9.9705,29.2887;MA-10;Guelmim-Oued Noun;Tawrirt Ou Anis
0;-8.3343,30.8435;MA-09;Souss-Massa;Agadir-n-Tzouzane
0;-7.8623,30.7595;MA-09;Souss-Massa;Tizoudine
0;-5.4643,35.6843;MA-01;Tanger-Tetouan-Al Hoceima;Douar Tarrant
0;-5.6677,35.7140;MA-01;Tanger-Tetouan-Al Hoceima;Tafoughalet
0;-3.5587,33.9181;MA-02;Oriental;Tizinguit
0;-9.7556,29.2233;MA-10;Guelmim-Oued Noun;Trojdal
0;-7.4103,29.8732;MA-09;Souss-Massa;Trit
0;-4.8481,34.4479;MA-03;Fes-Meknes;Douar Trifa
0;-4.3931,32.7723;MA-08;Drâa-Tafilalet;Tribla
0;-8.5235,32.9691;MA-06;Casablanca-Settat;Douar Tri’at
0;-9.1623,31.8631;MA-07;Marrakesh-Safi;Douar Etteriyat
0;-8.5686,30.9972;MA-07;Marrakesh-Safi;Taghrat
0;-6.8736,30.1889;MA-09;Souss-Massa;Treyfia
0;-8.3159,30.0295;MA-09;Souss-Massa;Tarb
0;-8.3600,30.0200;MA-09;Souss-Massa;Tazount
0;-9.3690,29.3405;MA-10;Guelmim-Oued Noun;Touzzoumit
0;-8.1190,31.2384;MA-07;Marrakesh-Safi;Touzzert
0;-8.3280,29.2428;MA-09;Souss-Massa;Touzounine
0;-8.6781,30.0114;MA-09;Souss-Massa;Touzlimt
0;-8.2082,30.4422;MA-09;Souss-Massa;Touzzimt
0;-9.5237,30.1909;MA-09;Souss-Massa;Tou Zaykou
0;-7.8719,30.6110;MA-09;Souss-Massa;Touzdiyine
0;-9.1162,29.5683;MA-09;Souss-Massa;Awzart
0;-4.3352,34.3527;MA-03;Fes-Meknes;Douar Touta
0;-9.4282,29.7241;MA-09;Souss-Massa;Tousselane
0;-4.8991,35.2024;MA-01;Tanger-Tetouan-Al Hoceima;Douar Toujgane
0;-5.8114,32.0906;MA-08;Drâa-Tafilalet;Tousefseddi
0;-7.5464,30.8237;MA-08;Drâa-Tafilalet;Tourtit
0;-7.9491,29.6560;MA-09;Souss-Massa;Toursoult
0;-4.8564,32.2533;MA-08;Drâa-Tafilalet;Tourracht
0;-9.3442,29.7427;MA-09;Souss-Massa;Tiyrouma
0;-4.7131,31.5618;MA-08;Drâa-Tafilalet;Touroug
0;-5.5225,32.0898;MA-08;Drâa-Tafilalet;Touroubdit
0;-9.7424,31.1506;MA-07;Marrakesh-Safi;Toughnist
0;-4.6176,33.5913;MA-03;Fes-Meknes;Ifrane n-Terjan
0;-8.5615,31.2740;MA-07;Marrakesh-Safi;Tourirt
0;-9.2761,30.9030;MA-07;Marrakesh-Safi;Tourirt
0;-8.9670,30.0780;MA-09;Souss-Massa;Tourirt
0;-6.8077,31.8049;MA-05;Beni Mellal-Khenifra;Iwarmane
0;-8.3873,30.7700;MA-09;Souss-Massa;Tourhibine
0;-8.8796,30.2426;MA-09;Souss-Massa;Touragh
0;-7.1412,31.1547;MA-08;Drâa-Tafilalet;Tourhat
0;-8.5656,31.0389;MA-07;Marrakesh-Safi;Tourar
0;-4.5138,31.3566;MA-08;Drâa-Tafilalet;Tourhacht n’Aït Morhad
0;-7.6349,31.2403;MA-07;Marrakesh-Safi;Tourcht
0;-6.1685,31.3564;MA-08;Drâa-Tafilalet;Tourbist
0;-5.1881,34.8781;MA-01;Tanger-Tetouan-Al Hoceima;Tourarene
0;-9.3317,30.8598;MA-09;Souss-Massa;Tounjimine
0;-9.4489,31.2560;MA-07;Marrakesh-Safi;Tounine
0;-9.0235,29.4491;MA-09;Souss-Massa;Tounine
8920;-5.2451,32.4695;MA-08;Drâa-Tafilalet;Tounfit
0;-4.2599,34.6430;MA-03;Fes-Meknes;Tounes
0;-6.5906,31.2649;MA-08;Drâa-Tafilalet;Toundout
0;-7.4321,31.5196;MA-07;Marrakesh-Safi;Toumzaïne
0;-5.0107,33.2809;MA-03;Fes-Meknes;Toumyat
0;-5.4772,31.8350;MA-08;Drâa-Tafilalet;Toumliline
0;-8.5052,30.3831;MA-09;Souss-Massa;Toumliline
0;-7.2451,31.3102;MA-08;Drâa-Tafilalet;Toumjoujt
0;-4.3842,32.7773;MA-08;Drâa-Tafilalet;Toumia
0;-9.5453,29.5532;MA-09;Souss-Massa;Toumanar
0;-9.1119,31.1076;MA-07;Marrakesh-Safi;Felrhous
0;-9.4800,29.8300;MA-09;Souss-Massa;Toulrharft
0;-9.4352,29.9194;MA-09;Souss-Massa;Toulgharb
0;-9.6630,29.9590;MA-09;Souss-Massa;Toulou
0;-8.7927,31.0367;MA-07;Marrakesh-Safi;Iwla
0;-8.3299,31.1618;MA-07;Marrakesh-Safi;Toulkine
0;-4.5987,34.7798;MA-01;Tanger-Tetouan-Al Hoceima;Toulgount
0;-3.9845,32.3016;MA-08;Drâa-Tafilalet;Toulal
0;-4.9198,31.8998;MA-08;Drâa-Tafilalet;Touktiyr
0;-9.5241,30.1060;MA-09;Souss-Massa;Toukkimt
0;-8.6200,31.2161;MA-07;Marrakesh-Safi;Toukhribine
0;-9.0092,31.3961;MA-07;Marrakesh-Safi;Toukhibine
0;-8.9016,31.3039;MA-07;Marrakesh-Safi;Toukhibine
0;-7.3447,31.5761;MA-07;Marrakesh-Safi;Toukart Nouzgou
0;-9.2705,29.7761;MA-09;Souss-Massa;Tararat
0;-7.7104,30.6322;MA-09;Souss-Massa;Toukarine
0;-5.5644,35.8123;MA-01;Tanger-Tetouan-Al Hoceima;Touita
3425;-1.7685,34.4786;MA-02;Oriental;Touissite
0;-9.2600,31.9500;MA-07;Marrakesh-Safi;Touilia
0;-8.6659,29.8182;MA-09;Souss-Massa;Tounou Aït ’Ali Ou Mbark
0;-8.5549,30.8416;MA-09;Souss-Massa;Toug al Khir
0;-9.4653,30.6620;MA-09;Souss-Massa;Tougrou
0;-9.0500,30.1000;MA-09;Souss-Massa;Toug Rih
0;-4.0300,35.0600;MA-01;Tanger-Tetouan-Al Hoceima;Tougount
0;-7.9550,31.4283;MA-07;Marrakesh-Safi;Tougwana
0;-8.5187,30.7799;MA-09;Souss-Massa;Tougoukht
0;-7.9726,31.5524;MA-07;Marrakesh-Safi;Touggana
0;-7.9831,29.6679;MA-09;Souss-Massa;Toug er Rih
0;-7.9454,30.7258;MA-09;Souss-Massa;Toug Alkhir
0;-8.0634,30.7125;MA-09;Souss-Massa;Toug Al Khir
0;-8.1397,31.0634;MA-07;Marrakesh-Safi;Toug el Kheïr
0;-9.7467,30.6501;MA-09;Souss-Massa;Toug el Haoua
0;-4.3234,32.7680;MA-03;Fes-Meknes;Tougdimt
0;-9.4836,31.3063;MA-07;Marrakesh-Safi;Tougamane
0;-9.7020,30.7142;MA-09;Souss-Massa;Toufsirine
0;-6.8808,31.4250;MA-05;Beni Mellal-Khenifra;Toufghine
0;-7.4323,31.4817;MA-07;Marrakesh-Safi;Tafliht
0;-8.8254,30.0663;MA-09;Souss-Massa;Toufla’zt
0;-9.6788,29.3923;MA-10;Guelmim-Oued Noun;Toufeguenit
0;-8.0190,30.5919;MA-09;Souss-Massa;Toufassour
0;-4.9559,31.2739;MA-08;Drâa-Tafilalet;Toufassemane
0;-9.5500,29.9300;MA-09;Souss-Massa;Tou Fars
0;-4.7082,34.4320;MA-03;Fes-Meknes;Douar Touansa
0;-6.2435,34.5496;MA-04;Rabat-Salé-Kénitra;Toudghiyyine
0;-4.0362,32.6349;MA-03;Fes-Meknes;Toudoukar
0;-8.5154,30.7905;MA-09;Souss-Massa;Toudma
0;-7.3582,30.2804;MA-08;Drâa-Tafilalet;Toudma
0;-9.4154,30.9638;MA-07;Marrakesh-Safi;Toubt
0;-8.9625,30.1979;MA-09;Souss-Massa;Tawajout
0;-9.8919,29.1069;MA-10;Guelmim-Oued Noun;Toutline
0;-5.9156,35.4872;MA-01;Tanger-Tetouan-Al Hoceima;Touansa
0;-9.4500,29.7800;MA-09;Souss-Massa;Touamrine
0;-8.9050,32.4751;MA-07;Marrakesh-Safi;Douar Touama Oulad Ziane
0;-2.8407,33.5074;MA-02;Oriental;Touama
0;-7.4929,31.5350;MA-07;Marrakesh-Safi;Touama
0;-4.2349,34.6742;MA-03;Fes-Meknes;Toualza
0;-8.0163,32.2634;MA-07;Marrakesh-Safi;Toualeb
0;-7.8000,31.6300;MA-07;Marrakesh-Safi;Toualeb
0;-5.9228,35.1928;MA-01;Tanger-Tetouan-Al Hoceima;Touajna
0;-9.0801,32.5540;MA-07;Marrakesh-Safi;Touajna
0;-4.3728,32.2321;MA-08;Drâa-Tafilalet;Tawahit
0;-5.9493,35.3377;MA-01;Tanger-Tetouan-Al Hoceima;Douar Touaher
0;-4.2000,34.2000;MA-03;Fes-Meknes;Touahar
0;-8.9188,32.5725;MA-06;Casablanca-Settat;Douar Touagra
0;-4.3259,35.1521;MA-01;Tanger-Tetouan-Al Hoceima;Torres el Kal’a
0;-5.3432,35.6036;MA-01;Tanger-Tetouan-Al Hoceima;Abbattiou
0;-7.8088,31.8191;MA-07;Marrakesh-Safi;Tolba
0;-9.2000,30.1600;MA-09;Souss-Massa;Tolba
0;-8.3469,33.1489;MA-06;Casablanca-Settat;Douar Tolba
0;-5.3468,35.3737;MA-01;Tanger-Tetouan-Al Hoceima;Tochas
0;-5.9600,32.9140;MA-05;Beni Mellal-Khenifra;Tnine Kef en Nsour
0;-9.3335,31.2836;MA-07;Marrakesh-Safi;Tnine Ida ou Zemzene
0;-8.9268,32.6018;MA-06;Casablanca-Settat;Douar Timegrat
0;-7.6664,32.7775;MA-06;Casablanca-Settat;Et-Tnine
1155;-5.9724,35.3693;MA-01;Tanger-Tetouan-Al Hoceima;Tnine Sidi Lyamani
0;-9.0306,32.3399;MA-07;Marrakesh-Safi;Trabka
1250;-4.0270,33.9065;MA-03;Fes-Meknes;Tmourghout
0;-7.3151,31.0815;MA-08;Drâa-Tafilalet;Tmegguit
0;-3.9091,33.9135;MA-03;Fes-Meknes;Douar Tmarkemt
0;-5.4225,31.4755;MA-08;Drâa-Tafilalet;Tloult
0;-9.3079,31.2087;MA-07;Marrakesh-Safi;Tlit
0;-5.4709,35.7877;MA-01;Tanger-Tetouan-Al Hoceima;Tleta Taghramt
2127;-8.9807,32.2551;MA-07;Marrakesh-Safi;Tlet Sidi Bouguedra
0;-5.9433,35.2201;MA-01;Tanger-Tetouan-Al Hoceima;Tleta Rissana
1993;-8.8821,31.8601;MA-07;Marrakesh-Safi;Tlet Ighoud
0;-8.2591,31.9518;MA-07;Marrakesh-Safi;Tleta des Oulad Dlim
0;-9.7543,29.3577;MA-10;Guelmim-Oued Noun;Tlata Al Akhçaç
0;-9.0400,32.6000;MA-07;Marrakesh-Safi;Tleta Bouariss
0;-7.8975,31.3392;MA-07;Marrakesh-Safi;Tlata
0;-8.7406,31.1951;MA-07;Marrakesh-Safi;Telas
0;-8.2699,31.4920;MA-07;Marrakesh-Safi;Talmoudi
0;-8.0990,30.7244;MA-09;Souss-Massa;Tlamkaya
0;-9.1205,30.0604;MA-09;Souss-Massa;Tlata Ouanas
0;-4.6100,34.8600;MA-01;Tanger-Tetouan-Al Hoceima;Tlata Ketama
0;-4.1710,32.5055;MA-08;Drâa-Tafilalet;Tlaloun
0;-5.1684,34.1587;MA-03;Fes-Meknes;Douar Tlaha
0;-8.5520,31.8077;MA-07;Marrakesh-Safi;Douar Tlaha
0;-4.4118,34.3156;MA-03;Fes-Meknes;Tkalaa
0;-2.7839,35.0049;MA-02;Oriental;Douar Tijjout
0;-7.4948,31.2963;MA-07;Marrakesh-Safi;Tizart
0;-7.0454,31.4881;MA-05;Beni Mellal-Khenifra;Tizart
0;-7.9352,30.6572;MA-09;Souss-Massa;Tizzirt
0;-8.8677,29.5431;MA-09;Souss-Massa;Tizzekht
0;-8.7783,30.9167;MA-09;Souss-Massa;Tizza
0;-8.6589,29.9448;MA-09;Souss-Massa;Tizza Ibarkak
5224;-3.1527,34.9716;MA-02;Oriental;Tiztoutine
0;-3.6610,34.8944;MA-02;Oriental;Tizra Tomrart
0;-5.2449,32.2376;MA-08;Drâa-Tafilalet;Tizraoulene
0;-4.5830,33.3548;MA-03;Fes-Meknes;Tizourine
0;-7.8541,30.9393;MA-09;Souss-Massa;Tizoughine
0;-4.7354,34.6039;MA-03;Fes-Meknes;Tizourgane
0;-9.0018,29.8870;MA-09;Souss-Massa;Tiyzrgan
0;-9.1829,29.5816;MA-09;Souss-Massa;Tizoughrane
0;-9.3725,29.5620;MA-09;Souss-Massa;Tiyzghrane
0;-6.8158,32.0063;MA-05;Beni Mellal-Khenifra;Tizoukonnatine
0;-8.7366,30.6199;MA-09;Souss-Massa;Tizount
0;-4.5496,35.1175;MA-01;Tanger-Tetouan-Al Hoceima;Douar Tioula
0;-8.5899,30.0043;MA-09;Souss-Massa;Tizoula
0;-9.1925,29.7844;MA-09;Souss-Massa;Tizkwane
0;-4.3004,31.3813;MA-08;Drâa-Tafilalet;Tizwint
0;-4.6600,32.6000;MA-08;Drâa-Tafilalet;Tizouine Foukiama
0;-5.4360,31.7961;MA-08;Drâa-Tafilalet;Tizougarine
0;-6.8800,31.5600;MA-05;Beni Mellal-Khenifra;Tizougarine
0;-4.9506,31.6107;MA-08;Drâa-Tafilalet;Tizouggaghine
0;-8.2300,30.4500;MA-09;Souss-Massa;Tizouga
81569;-9.7316,29.6974;MA-09;Souss-Massa;Tiznit
0;-7.7856,30.7568;MA-09;Souss-Massa;Tizliyi
0;-7.9847,31.1326;MA-07;Marrakesh-Safi;Tizi Zougouart
0;-8.4757,30.8513;MA-09;Souss-Massa;Tizirt
0;-8.4260,30.2106;MA-09;Souss-Massa;Tizirt
0;-7.3537,31.1262;MA-08;Drâa-Tafilalet;Tizirine
1831;-3.7958,34.7621;MA-03;Fes-Meknes;Tizi Ouzli
0;-2.3887,34.8342;MA-02;Oriental;Douar Tizi Ouzemmour
0;-2.7351,34.4968;MA-02;Oriental;Tizi Ou Zemmour
0;-8.2717,31.0863;MA-07;Marrakesh-Safi;Tizi Oussoul
0;-7.9737,31.1186;MA-07;Marrakesh-Safi;Tizi Oussem
0;-9.2113,30.5583;MA-09;Souss-Massa;Tiziouint
0;-4.4203,33.9180;MA-03;Fes-Meknes;Douar Tizi Oudfel
0;-9.5321,30.6552;MA-09;Souss-Massa;Tizi Ou Chater
0;-7.8073,30.5005;MA-09;Souss-Massa;Tizi n’Tifourt
0;-5.2015,31.1407;MA-08;Drâa-Tafilalet;Tizi n’Terfig
0;-8.8486,29.7650;MA-09;Souss-Massa;Tizi-n-Tarqatine
0;-5.7436,31.2087;MA-08;Drâa-Tafilalet;Tizi n’Talougout
0;-8.4796,30.6779;MA-09;Souss-Massa;Tizi n’Oumachou
0;-7.6425,31.4841;MA-07;Marrakesh-Safi;Tizi-n-Oufalla
0;-8.0235,31.2416;MA-07;Marrakesh-Safi;Tizi n’Ouadou
0;-9.1221,29.6911;MA-09;Souss-Massa;Tizi-n-Tkiyda
0;-5.7725,32.4685;MA-05;Beni Mellal-Khenifra;Tizi Nisly
0;-6.6815,32.1925;MA-05;Beni Mellal-Khenifra;Tizinight
0;-9.1559,29.6064;MA-09;Souss-Massa;Tizi Iymouchchiwn
0;-8.7201,30.2901;MA-09;Souss-Massa;Tizi-n-Ikwa
0;-7.9938,30.1708;MA-09;Souss-Massa;Azrar
0;-9.3708,29.5995;MA-09;Souss-Massa;Tizi Mous
0;-8.5156,30.7565;MA-09;Souss-Massa;Tinzimert
0;-5.6905,31.0145;MA-08;Drâa-Tafilalet;Tizilit
0;-6.8383,31.5935;MA-05;Beni Mellal-Khenifra;Tizili
0;-6.8111,31.5484;MA-05;Beni Mellal-Khenifra;Tizili
0;-8.1837,31.1007;MA-07;Marrakesh-Safi;Tizi Imlil
0;-9.3295,29.7012;MA-09;Souss-Massa;Tizi Ifrdane
0;-8.9440,29.8457;MA-09;Souss-Massa;Tizgzawiyne
0;-9.2223,29.6124;MA-09;Souss-Massa;Tizi Iygyar
0;-4.2600,34.8500;MA-01;Tanger-Tetouan-Al Hoceima;Tizi Fri
0;-9.2989,30.6386;MA-09;Souss-Massa;Tizi el Hajaj
0;-6.6008,31.5698;MA-05;Beni Mellal-Khenifra;Tiziatine
0;-7.9859,31.1423;MA-07;Marrakesh-Safi;Tiziane
0;-3.4046,34.8687;MA-02;Oriental;Tizi aj Jaôu
0;-3.8085,34.7294;MA-03;Fes-Meknes;Tizi
0;-6.7114,31.9030;MA-05;Beni Mellal-Khenifra;Tiyzi
0;-7.1584,31.5072;MA-07;Marrakesh-Safi;Tizi
0;-6.1898,31.1928;MA-08;Drâa-Tafilalet;Tizi
0;-8.4309,30.1775;MA-09;Souss-Massa;Tizi
0;-8.7201,30.1508;MA-09;Souss-Massa;Tirine
0;-8.8972,29.0119;MA-09;Souss-Massa;Tizgui Sellem
0;-9.2103,28.4112;MA-10;Guelmim-Oued Noun;Tizgui Remz
0;-8.9562,30.9742;MA-07;Marrakesh-Safi;Tizgui Oufella
0;-8.3940,30.3789;MA-09;Souss-Massa;Tizgui n’Ouarhem
0;-8.3161,31.2284;MA-07;Marrakesh-Safi;Tizguine
0;-8.9470,30.8882;MA-09;Souss-Massa;Tizguine
0;-7.8090,30.9028;MA-09;Souss-Massa;Tizguiy
0;-8.2106,30.1063;MA-09;Souss-Massa;Tizgui n’Aït Goulouah
0;-8.9765,30.9602;MA-07;Marrakesh-Safi;Tizgui Ouzdar
0;-8.4894,29.7349;MA-09;Souss-Massa;Tizgui Ida Ou Baloul
0;-8.5356,29.2102;MA-09;Souss-Massa;Tizgui el Harratine
0;-6.9844,31.6775;MA-05;Beni Mellal-Khenifra;Tizgui
0;-8.4821,31.0885;MA-07;Marrakesh-Safi;Tizgui
0;-7.8294,31.0209;MA-09;Souss-Massa;Tizoual
0;-9.2605,30.9183;MA-07;Marrakesh-Safi;Tizgui
0;-7.9557,30.8392;MA-09;Souss-Massa;Tizguiy-n-ou-Khouch
0;-8.7874,30.6888;MA-09;Souss-Massa;Tsigui
0;-8.0110,30.6725;MA-09;Souss-Massa;Tizgui
0;-7.5765,30.6288;MA-09;Souss-Massa;Tizguiy
0;-9.4812,30.6134;MA-09;Souss-Massa;Tizgui
0;-6.5815,30.4784;MA-08;Drâa-Tafilalet;Aït Ahmane
0;-7.8514,30.2190;MA-09;Souss-Massa;Tizguiy
0;-8.3203,30.0400;MA-09;Souss-Massa;Tizguiy
0;-9.0398,29.6685;MA-09;Souss-Massa;Tiyzgui
0;-9.1999,29.6604;MA-09;Souss-Massa;Tizgui
0;-5.1635,32.0085;MA-08;Drâa-Tafilalet;Tizga
0;-8.2690,31.2416;MA-07;Marrakesh-Safi;Tizfrit
0;-5.0290,31.8137;MA-08;Drâa-Tafilalet;Tizaght
0;-3.7705,34.5614;MA-03;Fes-Meknes;Tizroutine
0;-8.7956,29.5854;MA-09;Souss-Massa;Tizerkine
0;-7.9756,31.2570;MA-07;Marrakesh-Safi;Tizeght
0;-8.3246,30.2184;MA-09;Souss-Massa;Tizkhit
0;-4.5111,34.5099;MA-03;Fes-Meknes;Tizerhouane
0;-8.5597,30.1421;MA-09;Souss-Massa;Ti’izargane
0;-9.2412,31.1521;MA-07;Marrakesh-Safi;Tizemlaline
0;-5.0639,33.7587;MA-03;Fes-Meknes;Douar Tizalte
0;-4.2774,34.7745;MA-03;Fes-Meknes;Tizekht
0;-8.9078,29.7537;MA-09;Souss-Massa;Tizkht
0;-8.5878,31.1602;MA-07;Marrakesh-Safi;Tizegzaoun
0;-7.1535,30.9994;MA-08;Drâa-Tafilalet;Tizagzawine
0;-7.3808,30.6786;MA-08;Drâa-Tafilalet;Tizegzaouine
0;-4.4658,31.9590;MA-08;Drâa-Tafilalet;Tisegdelt
0;-8.6349,29.5980;MA-09;Souss-Massa;Tizart
0;-9.4220,29.3374;MA-10;Guelmim-Oued Noun;Tizarharine
0;-9.9716,29.3940;MA-10;Guelmim-Oued Noun;Tiwout
0;-7.7287,30.7901;MA-09;Souss-Massa;Tittalt
0;-7.2994,31.3583;MA-07;Marrakesh-Safi;Titoula
0;-5.9512,32.6001;MA-05;Beni Mellal-Khenifra;Tit-n-Ziza
0;-5.6397,32.6485;MA-05;Beni Mellal-Khenifra;Tit-N-Saqqa
0;-4.5084,32.6885;MA-08;Drâa-Tafilalet;Tit Ourmas
0;-4.1522,32.4245;MA-08;Drâa-Tafilalet;Tit n’Ali
0;-4.3100,33.3600;MA-03;Fes-Meknes;Tit Mokhane
0;-8.9769,29.8495;MA-09;Souss-Massa;Timnmradiyn
35797;-7.4865,33.5581;MA-06;Casablanca-Settat;Tit Mellil
0;-5.0057,34.7625;MA-03;Fes-Meknes;Titfrah
0;-5.6290,32.4512;MA-05;Beni Mellal-Khenifra;Tit-n-Blal
0;-8.8141,29.7408;MA-09;Souss-Massa;Titeki
0;-7.3299,31.3702;MA-07;Marrakesh-Safi;Titdri
0;-4.3500,31.9300;MA-08;Drâa-Tafilalet;Titaf
0;-5.2075,35.1298;MA-01;Tanger-Tetouan-Al Hoceima;Tissouka
0;-4.7436,32.6400;MA-08;Drâa-Tafilalet;Tiswiyt-n-Aït Sidi Flamza
0;-4.8477,34.7137;MA-03;Fes-Meknes;Tissoufa
0;-7.2375,30.7448;MA-08;Drâa-Tafilalet;Tislit-n-Tamassine
0;-6.4038,32.2710;MA-05;Beni Mellal-Khenifra;Tissitt
0;-8.4000,31.3600;MA-07;Marrakesh-Safi;Tissira
0;-7.3162,29.8983;MA-09;Souss-Massa;Tissint
0;-6.8813,31.6093;MA-05;Beni Mellal-Khenifra;Tassinast
0;-9.8034,29.2806;MA-10;Guelmim-Oued Noun;Id Ou Laguid
0;-8.5687,31.2029;MA-07;Marrakesh-Safi;Tissili n’Aït Hosseïn
0;-6.8337,31.4665;MA-05;Beni Mellal-Khenifra;Tissili
0;-7.0884,31.4339;MA-05;Beni Mellal-Khenifra;Tissalli
0;-5.5444,32.1073;MA-08;Drâa-Tafilalet;Tissila
0;-4.0037,33.9221;MA-03;Fes-Meknes;Tissidal
0;-4.3580,35.0121;MA-01;Tanger-Tetouan-Al Hoceima;Douar Tizi
0;-9.1658,29.7549;MA-09;Souss-Massa;Tissi
0;-7.4043,31.5301;MA-07;Marrakesh-Safi;Tissert
0;-8.8816,31.0792;MA-07;Marrakesh-Safi;Tiskhet
0;-7.8400,30.9252;MA-09;Souss-Massa;Tissert
0;-3.8401,34.3165;MA-02;Oriental;Douar Tisserrhine
0;-8.5069,29.9347;MA-09;Souss-Massa;Tizght
0;-7.1067,30.9928;MA-08;Drâa-Tafilalet;Tissirgat
0;-5.8500,30.4000;MA-08;Drâa-Tafilalet;Tissergat
0;-5.1590,30.6021;MA-08;Drâa-Tafilalet;Tissemoumine
0;-5.8127,35.1639;MA-01;Tanger-Tetouan-Al Hoceima;Tissemlal
0;-4.9988,34.6622;MA-03;Fes-Meknes;Tissemlal
0;-6.0347,31.8602;MA-05;Beni Mellal-Khenifra;Tissalmit
0;-8.9652,29.1835;MA-09;Souss-Massa;Tisselguit
0;-7.3252,31.1238;MA-08;Drâa-Tafilalet;Tisseldeï
0;-8.6278,30.8608;MA-09;Souss-Massa;Tissal
0;-7.8104,30.7131;MA-09;Souss-Massa;Tiskht
0;-7.8199,30.7368;MA-09;Souss-Massa;Tiskht
0;-7.8828,30.6392;MA-09;Souss-Massa;Tissakht
0;-6.1901,32.0679;MA-05;Beni Mellal-Khenifra;Tissa-n-aït Yidir
0;-9.5589,31.4431;MA-07;Marrakesh-Safi;Tissakatine
0;-3.5890,33.4011;MA-03;Fes-Meknes;Tissaf
12224;-4.6637,34.2879;MA-03;Fes-Meknes;Tissa
0;-7.5048,31.1696;MA-08;Drâa-Tafilalet;Tisrit
0;-9.5930,31.2893;MA-07;Marrakesh-Safi;Douar Id Khayadane
0;-9.7123,31.1557;MA-07;Marrakesh-Safi;Tisgharine
0;-7.9116,30.7047;MA-09;Souss-Massa;Tizzouguine
0;-6.6917,31.9585;MA-05;Beni Mellal-Khenifra;Tissouggatiyn
0;-4.7584,35.0224;MA-01;Tanger-Tetouan-Al Hoceima;Douar Tizoual
0;-7.7986,30.0203;MA-09;Souss-Massa;Tisnassamine
0;-4.2159,34.9863;MA-01;Tanger-Tetouan-Al Hoceima;Tismorene
0;-3.8800,34.9600;MA-01;Tanger-Tetouan-Al Hoceima;Tismorene
0;-7.0991,31.4267;MA-05;Beni Mellal-Khenifra;Tiswitiyne
0;-7.1126,30.6401;MA-08;Drâa-Tafilalet;Tislit-n-Aït Douchchane
0;-6.8548,31.9793;MA-05;Beni Mellal-Khenifra;Tislit
0;-9.1602,30.1648;MA-09;Souss-Massa;Tistane Isk
0;-9.0462,30.0304;MA-09;Souss-Massa;Agadir N’tislane
0;-8.3394,30.1042;MA-09;Souss-Massa;Tizlafine
0;-9.3300,31.7600;MA-07;Marrakesh-Safi;Tiskouríne
0;-4.7000,34.8600;MA-01;Tanger-Tetouan-Al Hoceima;Tiskouit
0;-7.3392,31.5484;MA-07;Marrakesh-Safi;Tisklafine
0;-9.0511,30.8563;MA-07;Marrakesh-Safi;Tiski
0;-8.9846,31.0114;MA-07;Marrakesh-Safi;Tiskhit
0;-9.0992,31.1166;MA-07;Marrakesh-Safi;Tiskert
0;-9.1000,31.1100;MA-07;Marrakesh-Safi;Tiskert
0;-7.5592,29.9664;MA-09;Souss-Massa;Tiskemoudine
0;-8.9662,29.5722;MA-09;Souss-Massa;Tisgui Oumzaour
0;-7.9453,30.9093;MA-09;Souss-Massa;Tizguiy
